Age,Attrition,DistanceFromHome,Education,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,income_per_year,years_since_promotion_ratio,satisfaction_score,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single
26,0,6,3,3,2,1,2,2368,1,0,19,3,3,0,5,3,2,5,4,4,3,5683.2,0.8,2.3333333333333335,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
58,1,23,4,4,3,3,4,10312,1,0,12,3,4,1,40,3,2,40,10,15,6,3093.6,0.375,3.3333333333333335,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
19,1,22,1,4,3,1,3,1675,1,1,19,3,4,0,0,2,2,0,0,0,0,20100.0,0.0,3.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
22,0,2,1,3,3,1,4,2523,0,0,14,3,3,1,3,2,3,2,1,2,1,10092.0,0.6666666666666666,3.3333333333333335,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0
49,0,20,4,3,3,2,1,6567,1,0,14,3,3,0,16,2,2,15,11,5,11,4925.25,0.3125,2.0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
43,0,28,3,2,4,1,3,4739,4,0,12,3,4,0,18,2,3,3,2,1,2,3159.3333333333335,0.05555555555555555,2.6666666666666665,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
50,0,12,3,3,3,3,4,9208,4,0,11,3,4,0,16,3,3,2,2,2,1,6906.0,0.125,3.3333333333333335,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
31,1,20,3,2,1,2,3,4559,3,1,11,3,3,1,4,2,3,2,2,2,2,13677.0,0.5,2.6666666666666665,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
41,0,9,1,3,3,3,3,8189,3,1,13,3,3,1,12,2,3,9,7,0,7,8189.0,0.0,3.0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
26,0,25,1,3,3,1,3,2942,1,0,23,4,4,1,8,3,3,8,7,5,7,4413.0,0.625,3.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
36,0,6,2,2,3,2,2,4941,6,0,20,4,4,2,7,0,3,3,2,0,1,8470.285714285714,0.0,2.3333333333333335,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
51,1,8,4,1,1,3,4,10650,2,0,15,3,4,0,18,2,3,4,2,0,3,7100.0,0.0,2.6666666666666665,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
39,0,4,4,4,2,2,3,5902,4,0,14,3,3,1,17,1,4,15,11,5,9,4166.117647058823,0.29411764705882354,3.6666666666666665,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
25,0,28,3,1,2,2,3,8639,2,0,18,3,4,0,6,3,3,2,2,2,2,17278.0,0.3333333333333333,2.3333333333333335,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
30,0,9,3,3,3,2,4,6347,0,1,19,3,4,0,12,2,1,11,9,4,7,6347.0,0.3333333333333333,2.6666666666666665,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
32,1,9,3,1,3,1,1,4200,7,0,22,4,1,0,10,2,4,5,4,0,4,5040.0,0.0,2.0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
45,0,29,3,3,3,1,4,3452,5,0,13,3,2,0,9,2,2,6,5,0,3,4602.666666666667,0.0,3.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
38,0,3,5,4,3,2,3,4317,3,1,20,4,2,0,19,2,3,3,2,2,2,2726.5263157894738,0.10526315789473684,3.3333333333333335,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
30,0,18,3,1,3,1,3,2632,1,0,14,3,3,0,5,4,2,5,4,0,4,6316.8,0.0,2.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
32,0,9,2,4,1,2,4,4668,0,0,17,3,4,3,9,2,4,8,7,0,7,6224.0,0.0,4.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
30,0,5,3,4,3,1,1,3204,5,0,14,3,4,1,8,3,3,3,2,2,2,4806.0,0.25,2.6666666666666665,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
30,0,2,1,2,2,1,4,2720,0,0,13,3,4,0,6,3,3,5,3,1,2,5440.0,0.16666666666666666,3.0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
41,0,10,3,4,2,4,1,17181,4,0,13,3,2,1,21,2,2,7,6,7,7,9817.714285714286,0.3333333333333333,2.3333333333333335,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
41,0,9,4,3,3,1,1,2238,2,0,21,4,4,1,7,2,3,5,0,1,4,3836.5714285714284,0.14285714285714285,2.3333333333333335,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
19,0,3,1,2,3,1,2,1483,1,0,14,3,4,0,1,3,3,1,0,0,0,17796.0,0.0,2.3333333333333335,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
40,0,26,3,2,3,2,2,5605,1,0,11,3,1,1,20,2,3,20,7,2,13,3363.0,0.1,2.3333333333333335,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
35,0,1,5,3,3,3,2,7295,1,0,13,3,1,2,10,3,3,10,8,0,6,8754.0,0.0,2.6666666666666665,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
53,0,6,2,2,3,2,3,2306,2,1,20,4,4,1,13,3,1,7,7,4,5,2128.6153846153848,0.3076923076923077,2.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
45,0,9,3,2,3,2,2,2348,8,0,18,3,3,1,20,2,1,17,9,0,15,1408.8,0.0,1.6666666666666667,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
32,0,8,3,2,3,3,4,8998,1,0,14,3,4,0,9,2,3,9,8,3,7,11997.333333333334,0.3333333333333333,3.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
29,0,1,1,4,3,2,3,4319,1,0,13,3,1,1,10,1,3,10,7,0,9,5182.8,0.0,3.3333333333333335,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0
51,0,7,4,2,2,2,3,6132,2,0,17,3,3,0,10,2,3,1,0,0,0,7358.4,0.0,2.6666666666666665,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
58,0,9,3,2,2,1,2,3346,4,1,20,4,2,1,9,3,2,1,0,0,0,4461.333333333333,0.0,2.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
40,0,4,4,3,2,3,4,10855,7,0,11,3,1,1,15,2,2,12,11,2,11,8684.0,0.13333333333333333,3.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
34,0,2,4,3,3,1,3,2231,6,0,18,3,4,1,6,3,3,4,3,1,2,4462.0,0.16666666666666666,3.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
22,0,19,1,3,3,1,4,2323,1,0,24,4,1,2,2,6,3,2,2,2,2,13938.0,1.0,3.3333333333333335,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
27,0,9,3,4,3,1,2,2024,6,0,18,3,4,1,6,1,1,2,2,2,2,4048.0,0.3333333333333333,2.3333333333333335,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
28,0,21,3,3,3,1,4,2713,1,0,11,3,3,1,5,2,1,5,2,0,2,6511.2,0.0,2.6666666666666665,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
57,0,24,2,3,4,3,4,9439,3,1,16,3,2,1,12,2,1,5,3,1,4,9439.0,0.08333333333333333,2.6666666666666665,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
27,0,3,3,3,2,1,3,2566,1,1,15,3,4,1,1,2,2,1,1,0,1,30792.0,0.0,2.6666666666666665,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
50,0,11,3,3,3,5,2,19926,3,0,15,3,2,0,21,5,3,5,4,4,4,11386.285714285714,0.19047619047619047,2.6666666666666665,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41,0,14,3,1,3,1,3,2451,4,0,12,3,1,1,13,2,3,9,8,1,8,2262.4615384615386,0.07692307692307693,2.3333333333333335,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
30,0,5,3,2,3,3,4,9419,2,0,12,3,3,1,12,2,3,10,9,7,4,9419.0,0.5833333333333334,3.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
38,0,1,4,1,2,2,4,8686,4,0,22,4,3,0,12,2,4,8,3,0,7,8686.0,0.0,3.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
32,0,6,5,3,3,1,3,3038,3,0,20,4,1,0,8,2,3,5,4,1,4,4557.0,0.125,3.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
27,0,17,3,3,3,1,2,3058,0,1,16,3,4,1,6,3,2,5,2,1,1,6116.0,0.16666666666666666,2.3333333333333335,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0
19,1,1,1,3,1,1,1,2325,0,0,21,4,1,0,1,5,4,0,0,0,0,27900.0,0.0,2.6666666666666665,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
36,0,3,2,4,3,1,2,2088,4,0,12,3,3,0,13,3,2,8,7,7,2,1927.3846153846155,0.5384615384615384,2.6666666666666665,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
30,0,9,3,3,3,2,1,3072,1,0,11,3,3,2,12,4,3,12,9,6,10,3072.0,0.5,2.3333333333333335,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
45,0,4,2,3,3,2,1,5006,4,1,11,3,1,1,9,3,4,5,4,0,3,6674.666666666667,0.0,2.6666666666666665,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
56,0,8,3,3,3,1,1,4257,4,1,18,3,3,1,19,3,3,2,2,2,2,2688.6315789473683,0.10526315789473684,2.3333333333333335,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
33,0,2,3,3,3,1,4,2500,0,0,14,3,1,0,4,2,4,3,1,0,2,7500.0,0.0,3.6666666666666665,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
19,1,2,3,2,2,1,4,1102,1,0,22,4,3,0,1,3,2,1,0,1,0,13224.0,1.0,2.6666666666666665,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
46,0,1,2,2,3,3,1,10453,1,0,25,4,3,3,24,2,3,24,13,15,7,5226.5,0.625,2.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
38,0,9,2,3,3,1,4,2288,1,0,12,3,3,0,2,3,3,2,2,2,1,13728.0,1.0,3.3333333333333335,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
31,0,12,1,3,3,1,4,3929,8,1,23,4,3,1,7,0,3,4,2,0,2,6735.428571428572,0.0,3.3333333333333335,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
34,0,27,2,4,3,1,2,2311,2,0,15,3,4,0,9,3,3,3,2,1,2,3081.3333333333335,0.1111111111111111,3.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
41,1,20,2,2,3,1,2,3140,1,1,22,4,4,0,4,5,2,4,3,0,2,9420.0,0.0,2.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
50,0,1,3,3,2,1,3,3690,2,0,15,3,4,1,5,2,2,3,2,0,2,8856.0,0.0,2.6666666666666665,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
53,0,13,2,4,4,2,1,4450,1,0,11,3,3,2,5,3,3,4,2,1,3,10680.0,0.2,2.6666666666666665,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
33,0,14,3,4,3,1,2,2756,1,0,13,3,4,1,8,5,3,8,7,1,6,4134.0,0.125,3.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
40,0,4,1,4,3,5,3,19033,1,0,14,3,2,1,21,2,3,20,8,9,9,10876.0,0.42857142857142855,3.3333333333333335,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
55,0,14,4,3,4,5,2,18722,8,0,11,3,4,0,36,3,3,24,15,2,15,6240.666666666667,0.05555555555555555,2.6666666666666665,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
34,0,2,1,4,2,2,3,9547,1,0,17,3,3,0,10,2,2,10,9,1,9,11456.4,0.1,3.0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
51,0,3,3,4,3,4,2,13734,3,0,18,3,3,0,21,6,3,7,7,1,0,7848.0,0.047619047619047616,3.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
52,0,1,4,3,2,5,3,19999,0,0,14,3,1,1,34,5,3,33,18,11,9,7058.470588235294,0.3235294117647059,3.0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
27,0,9,3,4,3,1,2,2279,1,0,16,3,4,0,7,2,2,7,7,0,3,3906.8571428571427,0.0,2.6666666666666665,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
35,1,23,2,2,2,2,3,5916,3,1,13,3,1,0,8,1,3,1,0,0,1,8874.0,0.0,2.6666666666666665,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
43,0,7,3,4,4,1,4,2089,4,0,14,3,4,3,7,3,4,5,4,2,2,3581.1428571428573,0.2857142857142857,4.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
45,0,2,2,1,2,4,4,16792,9,0,23,4,4,1,22,1,3,20,8,11,8,9159.272727272728,0.5,2.6666666666666665,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
37,0,21,3,2,4,1,1,3564,1,1,12,3,1,1,8,3,2,8,7,1,7,5346.0,0.125,1.6666666666666667,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
35,0,2,3,2,3,2,2,4425,5,0,11,3,4,0,10,5,3,6,2,1,2,5310.0,0.1,2.3333333333333335,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
42,0,21,2,3,3,2,3,5265,2,0,16,3,2,1,11,5,3,5,3,0,2,5743.636363636364,0.0,3.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
38,0,2,4,4,3,2,3,6553,9,0,14,3,2,0,14,3,3,1,0,0,0,5616.857142857143,0.0,3.3333333333333335,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
38,0,29,3,4,3,2,4,6261,3,0,18,3,1,1,9,3,1,7,7,1,7,8348.0,0.1111111111111111,3.0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0
27,0,1,1,3,2,2,1,4298,5,0,19,3,3,1,6,1,3,2,2,2,0,8596.0,0.3333333333333333,2.3333333333333335,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0
49,0,18,4,4,3,2,4,6804,1,1,15,3,1,2,7,0,3,7,7,1,7,11664.0,0.14285714285714285,3.6666666666666665,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
34,0,10,4,4,3,1,3,3815,1,1,17,3,4,1,5,4,4,5,3,2,0,9156.0,0.4,3.6666666666666665,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
40,0,19,2,3,3,2,4,2741,8,1,15,3,3,1,15,2,4,7,2,3,7,2192.8,0.2,3.6666666666666665,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
38,1,29,1,2,3,2,1,6673,7,1,19,3,2,0,17,2,3,1,0,0,0,4710.35294117647,0.0,2.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
29,1,27,3,2,3,3,4,7639,1,0,22,4,4,3,10,3,2,10,4,1,9,9166.8,0.1,2.6666666666666665,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
22,0,5,3,4,4,1,2,2328,1,1,16,3,1,1,4,2,2,4,2,2,2,6984.0,0.5,2.6666666666666665,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
36,0,18,1,2,3,1,4,2153,1,0,13,3,1,0,8,2,3,8,1,1,7,3229.5,0.125,3.0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
40,0,9,5,4,2,2,4,4876,9,0,14,3,4,1,5,5,1,3,2,0,2,11702.4,0.0,3.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
46,0,1,4,4,3,3,1,9396,7,0,16,3,3,1,17,3,3,4,2,0,3,6632.470588235294,0.0,2.6666666666666665,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
32,1,4,4,4,1,3,4,10400,1,0,11,3,3,0,14,2,2,14,8,9,8,8914.285714285714,0.6428571428571429,3.3333333333333335,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
30,0,1,1,3,2,3,3,8474,1,0,22,4,3,0,12,2,3,11,8,5,8,8474.0,0.4166666666666667,3.0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
27,0,20,3,4,3,2,3,9981,1,0,14,3,4,0,7,2,3,7,7,0,7,17110.285714285714,0.0,3.3333333333333335,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
51,0,8,4,2,2,3,2,12490,5,0,16,3,4,2,16,5,1,10,9,4,7,9367.5,0.25,1.6666666666666667,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
30,1,3,3,4,3,1,1,2657,5,1,11,3,3,0,8,5,3,5,2,0,4,3985.5,0.0,2.6666666666666665,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
41,0,6,3,4,3,3,4,13591,3,1,18,3,3,0,16,3,3,1,0,0,0,10193.25,0.0,3.6666666666666665,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
30,1,26,4,3,2,2,1,6696,5,0,15,3,3,0,9,5,2,6,3,0,1,8928.0,0.0,2.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
29,1,1,3,3,3,1,3,2058,0,0,14,3,4,0,7,1,2,6,2,1,5,3528.0,0.14285714285714285,2.6666666666666665,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1
45,0,6,3,4,2,3,4,8865,6,0,12,3,4,0,23,2,3,19,7,12,8,4625.217391304348,0.5217391304347826,3.6666666666666665,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
54,0,3,3,4,3,2,1,5940,2,0,14,3,4,1,16,4,3,6,2,0,5,4455.0,0.0,2.6666666666666665,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
36,0,5,2,4,3,2,2,5914,8,0,16,3,4,0,16,3,4,13,11,3,7,4435.5,0.1875,3.3333333333333335,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
33,0,4,4,3,2,1,2,2622,6,0,21,4,4,0,7,3,3,3,2,1,1,4494.857142857143,0.14285714285714285,2.6666666666666665,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
37,0,11,3,2,3,3,4,12185,1,1,14,3,3,3,10,1,3,10,8,0,7,14622.0,0.0,3.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
38,0,3,3,1,3,3,3,10609,0,0,12,3,3,2,17,6,2,16,10,5,13,7488.705882352941,0.29411764705882354,2.0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
31,0,1,4,3,1,2,3,4345,0,0,12,3,4,1,6,2,3,5,4,1,4,8690.0,0.16666666666666666,3.0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
59,0,3,3,3,2,1,4,2177,3,0,17,3,1,1,7,6,3,1,0,0,0,3732.0,0.0,3.3333333333333335,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
37,0,4,4,1,3,1,4,2793,4,0,17,3,3,1,13,2,3,9,8,5,8,2578.153846153846,0.38461538461538464,2.6666666666666665,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
29,0,1,1,2,3,3,4,7918,1,0,14,3,4,1,11,5,3,11,10,4,1,8637.818181818182,0.36363636363636365,3.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
35,0,1,3,3,3,3,3,8789,1,0,14,3,1,0,10,3,4,10,7,0,8,10546.8,0.0,3.3333333333333335,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
29,1,18,1,3,2,1,4,2389,1,1,13,3,3,0,4,3,2,4,3,0,1,7167.0,0.0,3.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
52,0,2,3,3,2,1,4,3212,7,0,15,3,2,0,6,3,2,2,2,2,2,6424.0,0.3333333333333333,3.0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
42,0,4,2,3,3,5,4,19232,1,0,11,3,4,0,22,3,3,22,17,11,15,10490.181818181818,0.5,3.3333333333333335,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0
59,0,6,2,2,3,1,3,2267,8,0,17,3,4,0,7,2,2,2,2,2,2,3886.285714285714,0.2857142857142857,2.3333333333333335,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0
50,0,1,4,4,3,5,4,19517,3,0,11,3,3,1,32,3,2,7,0,0,6,7318.875,0.0,3.3333333333333335,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
33,1,14,3,3,3,1,4,2436,5,1,13,3,3,1,8,2,1,5,4,0,4,3654.0,0.0,2.6666666666666665,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
43,0,16,3,4,3,4,4,16064,5,1,22,4,3,1,22,3,3,17,13,1,9,8762.181818181818,0.045454545454545456,3.6666666666666665,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
33,1,2,2,1,3,1,1,2707,7,0,20,4,1,0,13,3,4,9,7,1,7,2498.769230769231,0.07692307692307693,2.0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
52,0,2,4,1,2,5,3,19068,1,1,18,3,4,0,33,2,4,33,7,15,12,6933.818181818182,0.45454545454545453,2.6666666666666665,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
32,0,4,2,3,3,1,2,3931,2,0,11,3,1,1,6,5,3,4,3,1,2,7862.0,0.16666666666666666,2.6666666666666665,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
32,1,1,3,4,2,1,3,3730,0,1,14,3,4,0,4,2,1,3,2,1,2,11190.0,0.25,2.6666666666666665,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
39,0,1,4,3,3,1,3,2232,7,0,14,3,3,3,7,1,3,3,2,1,2,3826.285714285714,0.14285714285714285,3.0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
32,0,26,4,3,3,2,4,4465,0,0,18,3,1,0,4,2,3,3,2,2,2,13395.0,0.5,3.3333333333333335,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
41,0,19,2,3,3,2,1,3072,2,0,16,3,1,2,17,2,2,1,0,0,0,2168.470588235294,0.0,2.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
40,0,24,2,1,3,2,4,3319,1,0,17,3,1,2,9,3,3,9,8,4,7,4425.333333333333,0.4444444444444444,2.6666666666666665,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
45,0,1,3,3,4,5,4,19202,0,0,11,3,3,1,25,2,3,24,0,1,7,9216.96,0.04,3.3333333333333335,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
31,0,3,4,2,3,3,3,13675,9,0,12,3,1,1,9,3,3,2,2,2,2,18233.333333333332,0.2222222222222222,2.6666666666666665,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
33,0,5,4,3,2,1,4,2911,1,0,13,3,3,1,2,2,2,2,2,0,2,17466.0,0.0,3.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
34,0,2,4,4,2,2,1,5957,6,0,13,3,2,1,13,3,3,11,9,5,9,5498.7692307692305,0.38461538461538464,2.6666666666666665,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
37,0,1,2,3,2,1,1,3920,2,0,14,3,1,1,17,2,2,3,1,0,2,2767.0588235294117,0.0,2.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
45,0,7,4,1,4,2,3,6434,4,0,17,3,4,1,9,1,3,3,2,0,2,8578.666666666666,0.0,2.3333333333333335,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
37,1,10,3,1,3,3,3,10048,6,0,11,3,2,2,17,5,3,1,0,0,0,7092.705882352941,0.0,2.3333333333333335,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
39,0,2,4,3,3,3,3,10938,0,0,25,4,4,0,20,1,3,19,6,11,8,6562.8,0.55,3.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
29,0,15,3,3,3,1,4,2340,1,0,19,3,1,0,6,1,3,6,5,1,5,4680.0,0.16666666666666666,3.3333333333333335,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
42,0,17,2,4,4,2,1,6545,3,1,13,3,3,0,10,1,3,3,2,0,2,7854.0,0.0,2.6666666666666665,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
